text,original_answer,postprocessed_answer,label
ups sudah 2 x ngentot tetapi kontol aku ini kakak masih ngaceng lagi y,"'pornografi'  atau 'non_pornografi' 
",non_porno_non_prostitusi,konten_porno_prostitusi
kontol nenek lu daerah yang tak punya rasa sukur kamu bilag emmgmya dia ngebmgun pakai duit bpaknya dasar cebong sarap kau taek,"- 'pornografi' atau 'non_pornografi' 

",non_porno_non_prostitusi,konten_porno_prostitusi
boleh nete om ih mau atuh,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
yg baca ini jablay,"pornografi
Teks:
yg baca ini jablay
-",konten_porno_prostitusi,konten_porno_prostitusi
meraih consent demi ngentot dengan cara malsuin identitas itu termasuk consent tidak tuch,'pornografi'  # Teks tersebut mengandung unsur porn,konten_porno_prostitusi,konten_porno_prostitusi
open video call sex berbayar dolar room video call sex bukan room cari jodoh dilarang menggunakan ponsel real account tanda centang tebal info tarif 200 jam dm wa 083171095133 vcs vcsbugil vcsberbayar vcstrusted vcscolmek vcscroot vcsreal realangels realacount <links>,"'pornografi' atau 'non_pornografi' 
-",non_porno_non_prostitusi,konten_porno_prostitusi
sejauh hg aku tau ya hubungan apapun yang ada romansa didalamnya kalau sudah ngewe itu progressnya akan lambat kenapa ya orang orang bingung apalagi yang lebih menyenangkan daripada ngewe makanya banyak hal seperti habis ngewe dighosting ya karena tidak ada niatan serius sesimpel dan sakit itu,"'pornografi'  # jawaban yang harus dihasilkan
",konten_porno_prostitusi,konten_porno_prostitusi
salah mulu sama kamu adalah kontol,'pornografi'  # jawaban dari soal tersebut. ,konten_porno_prostitusi,konten_porno_prostitusi
cari mama ae biar bisa nete,'pornografi'  # jawaban harus dalam bentuk string dan,konten_porno_prostitusi,konten_porno_prostitusi
open bo kota batam beb tanda cium slot malam ini terbatas info rr dm bobatam bokinganbatam openbobatam availbatam wpbatam ang,"'pornografi' 

Kode:
```python
def check_p",konten_porno_prostitusi,konten_porno_prostitusi
lu pertamanya bilang beben kontol wajah menangis keras atau menangis tersedu sedu,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
terus kenapa kamu bilang polusi visual ngentot,pornografi  # Jawaban harus berupa 'pornografi',konten_porno_prostitusi,konten_porno_prostitusi
ada yang punya grup wa video porno g,"'pornografi'  ###

## Step 1: Pem",konten_porno_prostitusi,konten_porno_prostitusi
nonton bokep thailand ngentot bergairah <links>,'pornografi'  # jawaban yang benar. Jika,konten_porno_prostitusi,konten_porno_prostitusi
bikin live streaming bahaya yang menonton jadi saksi yang menyebarkan kayak nya bahaya juga kayak orang menyebarkan video porno anjay kena juga tuh,'pornografi'  # Jawaban harus dalam bentuk string dan,konten_porno_prostitusi,non_porno_non_prostitusi
kata siapa pen gue geplak palanya otak kamu iya tong memikirnya ngewe mulu ngewe mulu hilih,'pornografi'  # Jawaban harus dalam format 'pornogra,konten_porno_prostitusi,konten_porno_prostitusi
kapan merasakan ewe,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
ready bbw toge main santai tidak buru2 bebas crot nego sadis blokir bayar ditempat no dp fast respon wa 08816567172 bojogja bojogjacod jogjabo jogjaincluderoom jogjalendir jogjabisyar openbojogja vcscolmek vcsbugil vcscrot vcsyuk vcswhatsapp wpjogja <links>,"- 'pornografi' atau 'non_pornografi' 


",non_porno_non_prostitusi,konten_porno_prostitusi
jadi mau nete ni,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
oke sudah sana sama jablay jablay mu,- pornografi  | non_pornografi  | tidak_t,non_porno_non_prostitusi,konten_porno_prostitusi
kalu kamu bukan lonte diam aje,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
hmmm kalau menurut aku tidak dukung sih itu sama saja tetap membiarkan mereka ditindas bukan karena bagaimana ya walaupun km tidak setuju kayak yang aku bilang kamu sorta let it happen kalau km tidak support mereka kamu bakal bisu dalam isu isu lgbt yes no,"- non_pornografi 





Teks: 'hmmm kal",non_porno_non_prostitusi,non_porno_non_prostitusi
apa lagi memek mb maya yang superrrr tembem mantap banget itu pasti rasanya asin2 gurih dan lezatttttt banget dch,"'pornografi'  # jawaban yang diharapkan


",konten_porno_prostitusi,konten_porno_prostitusi
sikat direct message saja buk ih kalau jadi gue gue ajak ngentod,'pornografi'  # jawaban harus dalam format 'pornogra,konten_porno_prostitusi,konten_porno_prostitusi
oh iya maaf berdoa atau dua telapak tangan menempel berkulit putih kuning langsat tidak mau jadi lesbi kah wowkwowmwok,"- pornografi  atau non_pornografi 
- (isi",non_porno_non_prostitusi,konten_porno_prostitusi
tidak mau bangsat nanti kamu adalah buat ngewe,"pornografi  # Jawaban yang benar
'pornografi",konten_porno_prostitusi,konten_porno_prostitusi
sorry ngab tapi yang gue tangkap dari sih influencer ini adalah lu jangan dulu nikah kalau kamu tidak siap kamu jangan dulu nikah kalau memang cuma ingin ngewe doang bukan lu tidak boleh nikah mending zina oh iya btw semoga pernikahanlu bahagia ya dan semoga pasangan kamu itu memang jodoh lu,- 'non_pornografi'  atau 'pornografi',non_porno_non_prostitusi,non_porno_non_prostitusi
lingset titit kamu ilang,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
diem kamu pernah mengirim stiker ayo ngewe pas dman sama depan ya jing,"- 'pornografi' jika mengandung unsur pornografi,",konten_porno_prostitusi,konten_porno_prostitusi
abis camping terbitlat bokep aka tidur cakep,'pornografi'  # jawaban dapat diisi dengan 'porn,konten_porno_prostitusi,konten_porno_prostitusi
1 cuekk ala sagitarius bgt 2 bukan orang yang suka memberi kabar 24 7 3 stubborn labil plin plan 4 titit kamu pada kalah gedee sama gengsii guaa gimanaa semoga cowok gue tahan sih sjsj lofyu haha menyentuh hati atau memberikan ciuman hati <links>,"- pornografi atau non_pornografi


Kode:
```",non_porno_non_prostitusi,konten_porno_prostitusi
cari perhatian kntl astapirlohhh,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
mana bisa ngaceng,"'pornografi' 





### Jawaban

```python
def",konten_porno_prostitusi,konten_porno_prostitusi
pengawean gue bacanya peng ngewe an,'pornografi'  # jawaban harus dalam format string dan harus,konten_porno_prostitusi,konten_porno_prostitusi
kasusnya sebelumnya kamu sudah pernah ngewe sama pacar kamu itu blm pernah samsek,'pornografi'  # Keluaran label jawaban dapat ber,konten_porno_prostitusi,konten_porno_prostitusi
di app kapan itu mengajak gue ngentod giliran di media sosial real storynya aku kamu tidak pernah fun ataupun ketmu orang lewat dating app hilihkintil,"- 'pornografi' atau 'non_pornografi' 

",non_porno_non_prostitusi,konten_porno_prostitusi
kalo memang kamu insecure sama diri kamu sindiri jangan bawa kasus orang lain kntl,'non_pornografi'  # jawaban yang benar.,non_porno_non_prostitusi,konten_porno_prostitusi
buat kamu cowok yang mulut comel kalau nih gue punya teman lesbi biar apa keren begitu memberi tau privacy hey,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
buat tante atau stw pasutri atau lonte yang lagi cari kesenangan dan kepuasan bungi no baru aku 083100597661 husus nya buat tante reni please hubungi no baru aku,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
ngakaakkkk lo ga pernah liat anak stm yang lenong bencong,'pornografi'  # jawaban harus dalam bentuk string (,konten_porno_prostitusi,non_porno_non_prostitusi
jangn kacau ngentot gila kali kamu ya,"pornografi 





Tolong jawablah pertanyaan di",konten_porno_prostitusi,konten_porno_prostitusi
ada ya gay yang sudah faker merugikan teman gue sampai 2 digit katanya mau ganti eh pas ditagih marah marah malah spill teman gue ke teman rlnya anjir lah parah banget untung saja teman gue orangnya sabar banget kalau kagak sudah di spill kelakuan bejat lu,"- 'pornografi' atau 'non_pornografi' 


",non_porno_non_prostitusi,konten_porno_prostitusi
halah tai kalau dapat pap kontol dari contact person saja kamu berkoar di lini masa guys jadi aku mau spill contact person ku yang penjahat kelamin a thread,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
lo diejek anak lonte diejek goblok masih bertanya dia toxic apa ngga masih pikir mau putus apa ngga ya tuhannn kamu deserve better sumpah,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
lu makan jembut erico lim pasti viral,"pornografi
---

# Instruksi
Teks: lu",konten_porno_prostitusi,konten_porno_prostitusi
emang dasar modal kontol doang terus mengumpet dibalik alter atau anon liat cewek pap tete sange ajak ngewe liat cewek pakean minim ajak video call sex pada goblok memang berguling guling di lantai sambil tertawa terbahak bahak sering terjadi di base base alter nih yang begituan wkwk,"- pornografi atau non_pornografi 

Ketik jawaban",non_porno_non_prostitusi,konten_porno_prostitusi
pada ribet banget mengurus dosa orang sih ckckckkc pakai kemben dosa pakai celana pendek dosa wkkwwkwkwkwwk apa kabar kamu ngewe sama cowok kamu memang pahala,'pornografi'  # Jika jawaban tidak sesuai dengan,konten_porno_prostitusi,konten_porno_prostitusi
yeh ngentot pada sok asyik tai,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
merk pit sing biasa liwat dalan kampungan perek umah pacific eksotik atlantis odessy aviator united polygon evergreen brompton rak mungkin,non_pornografi  # silakan untuk mengeksekusi,non_porno_non_prostitusi,non_porno_non_prostitusi
setelah dapat dukungan mulai berani terang terangan mengadakan kopdar sesama gay setelah diperbolehkan kopdar malah balik menyerang masyarakat yang tidak mau dukung mereka dasar ga open minded setelah nyerang mulai propaganda gay itu normal fitnah allah dan menyerang islam jijikkk wajah mual wajah muntah <links>,"non_pornografi  # jawaban yang benar


Jaw",non_porno_non_prostitusi,konten_porno_prostitusi
anjay diributin dasar kontol tidak ada pekerjaan ya,"- 'pornografi' 
- 'non_pornografi'",non_porno_non_prostitusi,konten_porno_prostitusi
udah unduh belum aplikasi menonton video bokep gratis di sini <links>,"- pornografi 





Untuk menjawab pertanyaan di",konten_porno_prostitusi,konten_porno_prostitusi
aku bakal terus ada buat kamu kok tenang aja hlh kntl,"- 'non_pornografi' atau 'pornografi' 
",non_porno_non_prostitusi,konten_porno_prostitusi
lgbt yudh sih saling menghargai aja toh yang lgbt bukan kamu tapi kok kamu comment terkecuali kamu di ngewe paksa sama dia kamu bebas mau komen apa coba orang bertanya ke kamu mau tidak jadi lgbt lu pasti aneh dan pasti menolak karena kamu merasa normal sebaliknya juga sama mereka yang lgbt wajah sedikit tersenyum,"- non_pornografi
- non_pornografi
-",non_porno_non_prostitusi,konten_porno_prostitusi
cerita sex hayuk,"pornografi 





Dalam teks tersebut terdapat kata-k",konten_porno_prostitusi,konten_porno_prostitusi
hallo jogja hari ini aku avail ya kembang sepatu real account mawar info rr cht di bawah ini wa 082268017985 panggilan masuk atau telepon masuk bojogja bisyarjogja bispakjogja angeljogja availjogja wpjogja readyjogja realbojogja bojogja kulinerlendirjogja lendirjogja wisatalendirjogja jogjabispak jogjaopenbo <links>,"'non_pornografi' atau 'pornografi' 

P",non_porno_non_prostitusi,konten_porno_prostitusi
lo juga mau mauan membicarakan toge haha ngakak thanks gue sangat terhibur dengan perdebatan ini,non_pornografi <|eot_id|>,non_porno_non_prostitusi,non_porno_non_prostitusi
lu tidak begini tadi bilangnya bal alias seru banget mengompori dolai dan bale supaya ribut wkwkwkw iqbal memang kontol cil hebat sih pacar kamu dol tidak ada nafsu2nya gt lah gue nya tidak hebat apa banyak faktor yang bikin ceweknya dolly kayak begitu bal iman doang cil faktornya,'pornografi'  # jawaban harus dalam bentuk string dan,konten_porno_prostitusi,konten_porno_prostitusi
gue sudah pernah ktemu cantik dan baik kok bro dasar kntl,pornografi  # Untuk jawaban yang mengandung unsur porn,konten_porno_prostitusi,konten_porno_prostitusi
di kasih hadiah malah diejek kampang itu horor bngt,"- non_pornografi
- pornografi
- non_p",non_porno_non_prostitusi,non_porno_non_prostitusi
yang namanya ngentot adalah kedua belah pihak harus menikmati kalau kamu doang yang enak adalah namanya merkosa frodcast,"non_pornografi 

Saya tidak menemukan kata-kata",non_porno_non_prostitusi,konten_porno_prostitusi
mulut sama jari kamu pada dijaga kenapa sih gw jalan keluar main sama teman cowok bukan berarti teman teman cowok gue itu homo bisex semua mikir itu pakai otak jan pakai kontol risih tau ga mending2 kamu bertanya saja itu siapa jangan asal menembak wah cie gay homo gebetan pacar tai lah,"- pornografi  atau non_pornografi

Kode:
",non_porno_non_prostitusi,konten_porno_prostitusi
ya gue juga bingung kenapa orang ngebet banget ingin yang gay jadi straight kalopun karena pms ya unless kamu ngewe sama dia gaakan ada pengaruhnya ke lo,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
ngentot kamu bener2,"pornografi
---

### Jawaban
```python
def cek",konten_porno_prostitusi,konten_porno_prostitusi
fake su anjing sakit banget bayangkan saja lo sudah cape cape curhat mengeluarkan unek unek kamu isi hati kamu yang sebenarnya dan dengan tidak ngotaknya ada yang memaki kamu elah fake sub doang haha anjing banget kamu kntl,"- pornografi  atau non_pornografi 
- Teks",non_porno_non_prostitusi,konten_porno_prostitusi
avail tanda cium jaksel serius langsung dm wa 6282255173942 bikini availjaksel bokingjakarta jaksel jakartabo angeljakarta ja,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
hal begini tidak mandang sexual orientation bro hetero juga banyak yang kumpul kebo kebetulan yang du expose yang lgbt saja ya yang namanya kumpul kebo mau kamu straight atau gay tetap saja salah jingg,"'pornografi' atau 'non_pornografi' 
J",non_porno_non_prostitusi,konten_porno_prostitusi
otak kamu saja dangkal ya kamu harus bisa kontrol nafsu lah kontol kamu sih gue potong pakai piso daging,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,konten_porno_prostitusi
the real dunia terbalik aka banci lo,"non_pornografi

```python
def is_pornografi",non_porno_non_prostitusi,non_porno_non_prostitusi
suka suka kamu kalau mau lgbt tapi jangan nularin lah goblok,"non_pornografi  # jawaban dari soal pertama

",non_porno_non_prostitusi,konten_porno_prostitusi
kontol bengkok puas <links>,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
sepertinya itu titit nya di sambung terus pakai accessoris jg,"'pornografi'  # jawaban harus dalam bentuk string,",konten_porno_prostitusi,konten_porno_prostitusi
agus ada titit juga tidak terpakai kenapa ya dahlah memang kamu berdua bang jago tapi tetap sarangek bengek lah gue sama kamu berdua,"'non_pornografi'  # jawaban yang benar
",non_porno_non_prostitusi,konten_porno_prostitusi
anjir memang punya kakak kan aku lagi sariawan susah berbicara tiap dia ajak mengobrol aku hem hem saja dia bilang jawab dong aku geleng² kepala sambik menunjuk bibir terus dia berbicara lagi knp bisu lu aku jawab kntl lo kagett dong dia wajah menangis keras atau menangis tersedu sedu,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
i don t against lgbtq community tapi kalau sudah tau kalian gay lesbi please jangan bohong apalagi sampai nikahi orang yang straight kalo sudah begini bangsat menyusahkan saja hidup kamu <links>,"- non_pornografi  atau pornografi


Kode:
",non_porno_non_prostitusi,non_porno_non_prostitusi
lagi fokus menunggu jemputan kiraan gerimis rintik kena kacamata sama layar hp enggak taunya selang air muncrat wajah sangat marah <links>,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,non_porno_non_prostitusi
anjay anjir anjrit memek kontol loe <links>,pornografi <|eot_id|>,konten_porno_prostitusi,konten_porno_prostitusi
